CustomerID,Recency,Frequency,IsChurned_Rule
12507.0,134,3,1
12508.0,26,2,1
12509.0,284,1,1
12510.0,143,2,1
12512.0,66,2,1
12513.0,113,1,1
12514.0,267,1,1
12515.0,353,1,1
12516.0,78,2,1
12517.0,28,5,0
12518.0,1,5,0
12519.0,64,1,1
12520.0,79,5,0
12521.0,143,1,1
12522.0,39,2,1
12523.0,19,11,0
12524.0,9,8,0
12526.0,1,3,0
12527.0,82,3,0
12528.0,9,6,0
12530.0,60,4,0
12531.0,15,1,1
12532.0,30,1,1
12534.0,131,1,1
12535.0,92,2,1
12536.0,43,3,0
12538.0,29,1,1
12539.0,22,4,0
12540.0,20,17,0
12541.0,30,3,0
12544.0,36,1,1
12545.0,75,2,1
12546.0,47,2,1
12547.0,198,2,1
12548.0,166,1,1
12550.0,79,1,1
12551.0,358,1,1
12552.0,39,2,1
12553.0,8,10,0
12556.0,50,2,1
12557.0,16,5,0
12558.0,8,1,1
12559.0,311,2,1
12560.0,5,3,0
12561.0,303,1,1
12562.0,8,7,0
12564.0,261,1,1
12565.0,289,1,1
12566.0,86,1,1
12567.0,23,10,0
12569.0,2,32,0
12571.0,40,2,1
12572.0,9,2,1
12573.0,227,1,1
12574.0,316,1,1
12576.0,36,5,0
12577.0,35,3,0
12578.0,21,2,1
12579.0,78,1,1
12580.0,247,1,1
12581.0,40,1,1
12582.0,239,2,1
12583.0,3,15,0
12584.0,4,9,0
12585.0,234,2,1
12586.0,17,1,1
12587.0,8,1,1
12588.0,39,1,1
12589.0,29,2,1
12590.0,211,2,1
12591.0,317,1,1
12592.0,92,2,1
12593.0,109,3,1
12594.0,38,10,0
12596.0,51,2,1
12597.0,19,4,0
12598.0,10,8,0
12599.0,29,7,0
12600.0,29,10,0
12601.0,190,5,1
12602.0,59,1,1
12603.0,22,1,1
12604.0,79,2,1
12607.0,60,1,1
12609.0,78,3,0
12610.0,23,5,0
12611.0,52,1,1
12612.0,74,1,1
12613.0,57,5,0
12614.0,278,1,1
12615.0,2,4,0
12616.0,95,2,1
12617.0,29,1,1
12618.0,22,1,1
12619.0,16,9,0
12620.0,15,3,0
12621.0,2,20,0
12622.0,232,1,1
12623.0,276,1,1
12624.0,106,2,1
12625.0,212,2,1
12626.0,23,9,0
12627.0,11,7,0
12628.0,4,3,0
12630.0,10,2,1
12631.0,57,1,1
12633.0,59,4,0
12635.0,90,2,1
12637.0,67,8,0
12638.0,33,1,1
12639.0,239,1,1
12640.0,24,3,0
12641.0,115,1,1
12642.0,25,3,0
12643.0,128,6,1
12644.0,130,1,1
12645.0,34,4,0
12646.0,5,2,1
12647.0,22,12,0
12648.0,155,1,1
12649.0,107,3,1
12650.0,3,1,1
12651.0,335,1,1
12652.0,331,1,1
12653.0,149,2,1
12654.0,11,5,0
12656.0,17,5,0
12657.0,11,4,0
12658.0,19,1,1
12659.0,30,1,1
12660.0,11,1,1
12662.0,1,11,0
12664.0,8,9,0
12665.0,325,1,1
12667.0,58,1,1
12668.0,12,4,0
12669.0,151,3,1
12670.0,10,5,0
12672.0,330,1,1
12673.0,5,2,1
12674.0,39,4,0
12676.0,25,6,0
12678.0,42,12,0
12679.0,59,4,0
12680.0,1,4,0
12681.0,15,22,0
12682.0,4,31,0
12683.0,4,15,0
12684.0,8,7,0
12685.0,28,6,0
12686.0,372,1,1
12688.0,114,1,1
12689.0,26,2,1
12690.0,206,1,1
12691.0,28,6,0
12693.0,127,4,1
12694.0,70,2,1
12695.0,7,4,0
12697.0,29,3,0
12700.0,8,4,0
12701.0,80,2,1
12702.0,20,1,1
12703.0,71,1,1
12704.0,7,8,0
12705.0,15,9,0
12707.0,292,1,1
12708.0,30,10,0
12709.0,15,15,0
12710.0,97,3,1
12712.0,29,13,0
12713.0,1,1,1
12714.0,9,5,0
12715.0,106,1,1
12716.0,4,2,1
12717.0,151,2,1
12718.0,71,1,1
12719.0,5,2,1
12720.0,3,25,0
12721.0,32,6,0
12722.0,85,4,0
12723.0,4,5,0
12724.0,5,4,0
12725.0,371,1,1
12726.0,28,7,0
12727.0,11,7,0
12728.0,71,4,0
12729.0,114,1,1
12731.0,24,12,0
12732.0,180,1,1
12733.0,234,1,1
12734.0,353,1,1
12735.0,315,2,1
12736.0,333,1,1
12738.0,372,1,1
12739.0,78,2,1
12740.0,64,1,1
12743.0,134,2,1
12744.0,52,7,0
12747.0,2,11,0
12748.0,1,209,0
12749.0,4,5,0
12750.0,129,1,1
12752.0,81,1,1
12753.0,23,6,0
12754.0,236,3,1
12755.0,281,2,1
12756.0,87,1,1
12757.0,16,13,0
12758.0,117,2,1
12759.0,52,3,0
12762.0,8,2,1
12763.0,138,2,1
12764.0,317,1,1
12766.0,4,7,0
12769.0,239,1,1
12770.0,211,1,1
12772.0,60,1,1
12775.0,17,5,0
12778.0,20,6,0
12779.0,38,8,0
12781.0,64,2,1
12782.0,5,5,0
12783.0,2,6,0
12784.0,9,2,1
12785.0,364,1,1
12787.0,10,3,0
12789.0,65,1,1
12790.0,192,1,1
12791.0,374,1,1
12792.0,257,1,1
12793.0,335,2,1
12794.0,53,2,1
12795.0,19,1,1
12797.0,366,1,1
12798.0,10,3,0
12802.0,187,1,1
12808.0,37,3,0
12809.0,178,1,1
12811.0,261,3,1
12812.0,45,1,1
12814.0,102,1,1
12815.0,148,2,1
12816.0,96,2,1
12817.0,281,1,1
12818.0,262,1,1
12820.0,3,4,0
12821.0,214,1,1
12822.0,71,2,1
12823.0,75,5,0
12824.0,60,1,1
12826.0,3,7,0
12827.0,6,3,0
12828.0,3,6,0
12829.0,337,2,1
12830.0,38,6,0
12831.0,262,1,1
12832.0,32,2,1
12833.0,145,1,1
12834.0,283,1,1
12836.0,59,4,0
12837.0,173,1,1
12838.0,34,2,1
12839.0,3,14,0
12840.0,144,4,1
12841.0,5,25,0
12842.0,70,2,1
12843.0,66,8,0
12844.0,29,2,1
12845.0,267,4,1
12847.0,22,1,1
12849.0,31,2,1
12851.0,97,1,1
12852.0,295,1,1
12853.0,135,6,1
12854.0,79,3,0
12855.0,373,1,1
12856.0,8,6,0
12857.0,211,2,1
12863.0,52,1,1
12864.0,138,1,1
12865.0,26,2,1
12866.0,283,1,1
12867.0,26,7,0
12868.0,186,6,1
12871.0,84,2,1
12872.0,327,2,1
12873.0,282,1,1
12875.0,143,2,1
12876.0,58,2,1
12877.0,4,12,0
12878.0,236,2,1
12879.0,45,3,0
12881.0,276,1,1
12882.0,9,2,1
12883.0,25,4,0
12884.0,88,1,1
12885.0,63,3,0
12886.0,68,2,1
12888.0,214,2,1
12890.0,24,1,1
12891.0,186,3,1
12893.0,31,1,1
12895.0,42,2,1
12897.0,205,2,1
12901.0,9,28,0
12902.0,265,1,1
12904.0,18,2,1
12906.0,12,5,0
12908.0,176,2,1
12909.0,40,5,0
12910.0,23,8,0
12912.0,3,5,0
12913.0,5,5,0
12915.0,149,2,1
12916.0,139,4,1
12917.0,128,1,1
12919.0,8,6,0
12920.0,17,1,1
12921.0,9,37,0
12922.0,161,1,1
12923.0,64,1,1
12924.0,88,4,0
12925.0,5,2,1
12928.0,35,5,0
12929.0,312,1,1
12930.0,78,2,1
12931.0,22,15,0
12933.0,24,3,0
12935.0,2,7,0
12936.0,17,4,0
12937.0,15,4,0
12938.0,26,1,1
12939.0,64,8,0
12940.0,55,2,1
12942.0,131,3,1
12944.0,36,2,1
12945.0,288,1,1
12947.0,144,6,1
12948.0,16,7,0
12949.0,31,8,0
12950.0,2,3,0
12951.0,9,6,0
12952.0,6,4,0
12953.0,10,1,1
12955.0,1,11,0
12956.0,306,1,1
12957.0,10,8,0
12962.0,7,2,1
12963.0,8,8,0
12965.0,89,1,1
12966.0,10,1,1
12967.0,358,2,1
12968.0,112,1,1
12970.0,7,4,0
12971.0,4,86,0
12974.0,198,1,1
12976.0,212,1,1
12977.0,156,1,1
12980.0,158,9,1
12981.0,30,2,1
12982.0,243,1,1
12984.0,19,1,1
12985.0,1,2,1
12987.0,74,2,1
12988.0,292,1,1
12989.0,3,15,0
12990.0,31,3,0
12991.0,23,2,1
12993.0,23,4,0
12994.0,4,3,0
12995.0,85,1,1
12997.0,22,4,0
12999.0,196,3,1
13000.0,107,3,1
13001.0,4,13,0
13002.0,318,1,1
13003.0,106,3,1
13004.0,12,18,0
13005.0,174,2,1
13006.0,56,1,1
13008.0,323,1,1
13011.0,372,1,1
13012.0,9,8,0
13013.0,1,13,0
13014.0,11,10,0
13015.0,53,5,0
13016.0,73,3,0
13017.0,7,1,1
13018.0,16,28,0
13021.0,4,9,0
13023.0,64,2,1
13026.0,1,5,0
13027.0,114,6,1
13028.0,23,2,1
13029.0,31,3,0
13030.0,11,2,1
13032.0,52,2,1
13033.0,357,1,1
13034.0,55,2,1
13035.0,74,2,1
13037.0,138,3,1
13038.0,80,3,0
13040.0,9,2,1
13043.0,273,1,1
13044.0,291,1,1
13045.0,99,1,1
13046.0,31,2,1
13047.0,32,10,0
13048.0,14,4,0
13049.0,64,2,1
13050.0,15,17,0
13052.0,212,1,1
13055.0,78,3,0
13058.0,25,3,0
13059.0,250,1,1
13060.0,254,1,1
13061.0,72,1,1
13062.0,191,1,1
13064.0,13,4,0
13065.0,373,1,1
13066.0,24,2,1
13067.0,82,1,1
13068.0,10,2,1
13069.0,1,24,0
13070.0,192,1,1
13072.0,267,1,1
13075.0,130,1,1
13077.0,1,4,0
13078.0,3,26,0
13079.0,4,5,0
13080.0,179,1,1
13081.0,12,11,0
13082.0,126,9,1
13083.0,4,2,1
13085.0,158,2,1
13089.0,3,97,0
13090.0,9,14,0
13091.0,28,1,1
13092.0,71,5,0
13093.0,276,8,1
13094.0,21,12,0
13095.0,71,1,1
13097.0,33,10,0
13098.0,1,28,0
13099.0,99,1,1
13101.0,234,1,1
13102.0,1,24,0
13103.0,40,1,1
13104.0,3,6,0
13106.0,133,1,1
13107.0,44,4,0
13108.0,373,1,1
13109.0,60,2,1
13110.0,31,7,0
13113.0,1,24,0
13115.0,12,4,0
13116.0,138,1,1
13117.0,22,8,0
13118.0,20,5,0
13120.0,239,1,1
13121.0,269,1,1
13122.0,94,2,1
13124.0,90,3,0
13126.0,5,8,0
13127.0,78,1,1
13130.0,94,1,1
13131.0,23,3,0
13132.0,262,1,1
13133.0,274,2,1
13134.0,86,4,0
13135.0,197,1,1
13136.0,56,5,0
13137.0,11,8,0
13138.0,22,6,0
13139.0,16,7,0
13140.0,108,3,1
13141.0,85,5,0
13142.0,19,1,1
13144.0,333,1,1
13145.0,40,4,0
13146.0,26,1,1
13147.0,10,4,0
13148.0,29,12,0
13149.0,14,4,0
13151.0,296,1,1
13153.0,6,1,1
13155.0,33,4,0
13157.0,49,4,0
13158.0,95,4,1
13159.0,9,4,0
13160.0,22,1,1
13161.0,313,1,1
13162.0,122,4,1
13165.0,46,2,1
13166.0,283,1,1
13167.0,19,4,0
13168.0,36,4,0
13169.0,64,2,1
13170.0,27,1,1
13171.0,22,3,0
13173.0,4,2,1
13174.0,16,3,0
13176.0,46,1,1
13177.0,65,1,1
13178.0,26,11,0
13182.0,45,1,1
13183.0,8,9,0
13184.0,15,10,0
13185.0,268,1,1
13186.0,40,3,0
13187.0,337,1,1
13188.0,11,1,1
13189.0,19,2,1
13192.0,95,2,1
13193.0,61,1,1
13194.0,136,1,1
13196.0,11,4,0
13198.0,10,6,0
13199.0,4,38,0
13200.0,19,4,0
13203.0,10,4,0
13207.0,15,2,1
13208.0,59,6,0
13209.0,30,8,0
13210.0,94,1,1
13211.0,10,3,0
13212.0,20,3,0
13213.0,57,5,0
13216.0,268,1,1
13217.0,122,3,1
13218.0,127,1,1
13220.0,78,4,0
13221.0,240,2,1
13223.0,200,2,1
13224.0,60,2,1
13225.0,3,7,0
13226.0,273,1,1
13227.0,202,1,1
13228.0,81,1,1
13229.0,226,1,1
13230.0,4,14,0
13232.0,13,7,0
13233.0,74,2,1
13235.0,212,1,1
13236.0,25,2,1
13238.0,17,4,0
13239.0,262,1,1
13240.0,96,4,1
13242.0,112,3,1
13243.0,203,1,1
13244.0,93,1,1
13245.0,51,1,1
13246.0,18,6,0
13247.0,18,4,0
13248.0,125,2,1
13249.0,92,3,1
13253.0,157,2,1
13255.0,9,2,1
13258.0,12,3,0
13259.0,62,1,1
13260.0,61,1,1
13261.0,269,2,1
13262.0,263,1,1
13263.0,1,35,0
13265.0,53,5,0
13266.0,11,12,0
13267.0,3,19,0
13268.0,18,11,0
13269.0,1,15,0
13270.0,366,1,1
13271.0,37,1,1
13272.0,31,2,1
13273.0,113,1,1
13276.0,64,2,1
13277.0,16,4,0
13278.0,41,1,1
13279.0,78,1,1
13280.0,122,3,1
13282.0,18,3,0
13283.0,60,2,1
13284.0,331,1,1
13285.0,23,4,0
13291.0,156,1,1
13292.0,39,2,1
13294.0,190,2,1
13295.0,360,1,1
13296.0,137,1,1
13297.0,8,4,0
13298.0,1,1,1
13299.0,268,1,1
13300.0,169,1,1
13301.0,104,4,1
13302.0,155,1,1
13304.0,351,1,1
13305.0,4,10,0
13307.0,120,1,1
13308.0,23,3,0
13309.0,7,5,0
13310.0,28,3,0
13311.0,4,2,1
13313.0,22,5,0
13314.0,2,3,0
13316.0,37,4,0
13317.0,66,6,0
13318.0,1,3,0
13319.0,5,26,0
13320.0,78,4,0
13321.0,72,2,1
13322.0,17,1,1
13323.0,3,5,0
13324.0,36,10,0
13325.0,82,1,1
13327.0,39,8,0
13328.0,316,1,1
13329.0,32,2,1
13330.0,93,3,1
13332.0,14,1,1
13334.0,82,3,0
13336.0,77,1,1
13338.0,158,1,1
13339.0,201,1,1
13340.0,45,7,0
13341.0,261,1,1
13343.0,178,1,1
13344.0,68,3,0
13345.0,288,1,1
13347.0,70,1,1
13348.0,64,1,1
13349.0,11,1,1
13350.0,16,2,1
13351.0,66,1,1
13352.0,60,1,1
13354.0,71,1,1
13355.0,122,1,1
13356.0,80,1,1
13357.0,257,1,1
13358.0,269,1,1
13359.0,64,1,1
13362.0,9,4,0
13363.0,18,2,1
13364.0,71,1,1
13365.0,34,2,1
13366.0,50,1,1
13368.0,257,2,1
13369.0,366,1,1
13370.0,372,1,1
13372.0,90,1,1
13373.0,61,3,0
13375.0,89,1,1
13376.0,99,3,1
13379.0,26,3,0
13381.0,32,6,0
13382.0,281,1,1
13384.0,31,7,0
13385.0,330,1,1
13388.0,131,2,1
13389.0,11,3,0
13390.0,75,1,1
13391.0,204,1,1
13394.0,2,8,0
13395.0,185,1,1
13396.0,29,2,1
13397.0,73,5,0
13398.0,192,1,1
13402.0,127,2,1
13403.0,18,1,1
13404.0,1,2,1
13405.0,74,3,0
13408.0,2,62,0
13410.0,24,5,0
13411.0,107,1,1
13414.0,134,3,1
13416.0,44,2,1
13417.0,5,2,1
13418.0,12,18,0
13419.0,64,1,1
13420.0,150,2,1
13421.0,40,2,1
13422.0,64,1,1
13425.0,108,3,1
13426.0,1,10,0
13427.0,19,3,0
13428.0,10,1,1
13429.0,11,4,0
13430.0,19,2,1
13431.0,67,2,1
13434.0,74,2,1
13435.0,5,7,0
13436.0,2,1,1
13437.0,14,7,0
13439.0,255,1,1
13441.0,92,1,1
13447.0,23,3,0
13448.0,17,6,0
13449.0,24,1,1
13450.0,27,6,0
13451.0,26,5,0
13452.0,259,2,1
13453.0,166,2,1
13455.0,25,2,1
13456.0,18,6,0
13458.0,7,14,0
13460.0,29,2,1
13461.0,39,3,0
13462.0,253,1,1
13464.0,58,1,1
13466.0,184,1,1
13467.0,11,2,1
13468.0,2,37,0
13470.0,99,2,1
13471.0,1,4,0
13473.0,61,2,1
13474.0,236,1,1
13475.0,191,4,1
13476.0,179,2,1
13477.0,38,6,0
13479.0,201,2,1
13481.0,46,5,0
13482.0,232,1,1
13483.0,66,1,1
13484.0,241,1,1
13485.0,233,1,1
13486.0,78,3,0
13487.0,58,3,0
13488.0,17,13,0
13489.0,105,4,1
13491.0,52,10,0
13492.0,136,3,1
13493.0,275,2,1
13494.0,312,1,1
13495.0,8,5,0
13496.0,11,2,1
13497.0,283,2,1
13499.0,18,5,0
13500.0,23,3,0
13501.0,288,1,1
13502.0,17,3,0
13503.0,71,1,1
13504.0,64,1,1
13505.0,73,4,0
13506.0,316,2,1
13507.0,3,4,0
13508.0,244,1,1
13509.0,9,7,0
13510.0,1,4,0
13512.0,261,1,1
13513.0,127,1,1
13514.0,74,1,1
13515.0,73,4,0
13516.0,21,3,0
13517.0,60,3,0
13518.0,86,1,1
13519.0,78,1,1
13520.0,59,6,0
13521.0,1,3,0
13522.0,30,1,1
13523.0,33,5,0
13524.0,41,5,0
13525.0,15,2,1
13527.0,34,7,0
13529.0,79,2,1
13531.0,205,2,1
13532.0,34,1,1
13533.0,183,3,1
13534.0,2,25,0
13536.0,1,7,0
13538.0,43,7,0
13539.0,86,3,0
13544.0,40,2,1
13546.0,12,3,0
13548.0,96,2,1
13549.0,26,7,0
13551.0,319,1,1
13552.0,66,12,0
13555.0,74,4,0
13557.0,28,2,1
13558.0,6,4,0
13560.0,7,1,1
13561.0,216,1,1
13562.0,82,3,0
13563.0,84,2,1
13564.0,144,3,1
13565.0,19,2,1
13566.0,41,2,1
13568.0,173,1,1
13569.0,17,2,1
13570.0,243,1,1
13571.0,13,12,0
13572.0,206,1,1
13573.0,50,2,1
13575.0,23,5,0
13576.0,10,18,0
13577.0,25,4,0
13579.0,15,2,1
13581.0,309,1,1
13583.0,156,1,1
13584.0,307,1,1
13587.0,64,1,1
13588.0,16,9,0
13589.0,15,2,1
13590.0,11,6,0
13591.0,65,3,0
13592.0,36,4,0
13593.0,108,5,1
13594.0,53,1,1
13596.0,6,2,1
13598.0,47,1,1
13599.0,1,21,0
13600.0,312,1,1
13601.0,45,2,1
13602.0,65,1,1
13603.0,26,1,1
13606.0,29,3,0
13607.0,40,1,1
13610.0,12,7,0
13611.0,89,3,0
13614.0,24,4,0
13615.0,319,1,1
13617.0,40,3,0
13618.0,174,1,1
13621.0,117,1,1
13623.0,31,5,0
13626.0,253,1,1
13627.0,59,5,0
13629.0,23,11,0
13630.0,5,7,0
13631.0,100,11,1
13632.0,25,5,0
13634.0,33,5,0
13635.0,68,1,1
13636.0,37,5,0
13637.0,52,3,0
13638.0,16,1,1
13639.0,74,1,1
13642.0,216,1,1
13643.0,31,3,0
13644.0,16,4,0
13645.0,120,1,1
13647.0,10,4,0
13649.0,257,2,1
13650.0,17,6,0
13651.0,35,2,1
13652.0,46,3,0
13654.0,43,6,0
13655.0,114,2,1
13656.0,165,2,1
13657.0,11,2,1
13658.0,10,5,0
13659.0,206,2,1
13662.0,86,3,0
13663.0,179,1,1
13666.0,60,3,0
13667.0,149,1,1
13668.0,3,21,0
13669.0,51,2,1
13670.0,75,1,1
13672.0,301,2,1
13673.0,19,2,1
13675.0,151,2,1
13678.0,152,1,1
13680.0,1,4,0
13681.0,18,4,0
13682.0,187,1,1
13684.0,286,1,1
13685.0,3,7,0
13686.0,183,1,1
13689.0,63,1,1
13690.0,59,1,1
13692.0,25,3,0
13694.0,4,50,0
13695.0,31,15,0
13697.0,39,1,1
13699.0,155,1,1
13700.0,26,10,0
13703.0,318,1,1
13704.0,5,9,0
13705.0,8,3,0
13706.0,303,1,1
13707.0,267,2,1
13708.0,271,1,1
13709.0,4,13,0
13710.0,32,1,1
13711.0,219,2,1
13712.0,247,1,1
13715.0,281,5,1
13716.0,269,1,1
13717.0,32,6,0
13718.0,246,2,1
13719.0,15,5,0
13720.0,117,4,1
13721.0,36,1,1
13722.0,132,3,1
13723.0,217,1,1
13725.0,50,8,0
13726.0,39,2,1
13727.0,29,2,1
13728.0,37,6,0
13730.0,136,2,1
13731.0,219,2,1
13732.0,28,1,1
13735.0,25,4,0
13736.0,5,2,1
13737.0,200,1,1
13739.0,18,1,1
13740.0,241,1,1
13741.0,72,3,0
13742.0,17,12,0
13743.0,3,7,0
13744.0,95,2,1
13745.0,162,1,1
13747.0,374,1,1
13748.0,96,5,1
13750.0,54,5,0
13751.0,288,1,1
13752.0,124,6,1
13753.0,288,1,1
13754.0,152,2,1
13755.0,4,9,0
13756.0,2,14,0
13758.0,12,7,0
13759.0,33,2,1
13760.0,54,2,1
13761.0,50,2,1
13762.0,219,1,1
13763.0,63,1,1
13764.0,71,3,0
13767.0,2,37,0
13769.0,2,10,0
13771.0,64,4,0
13772.0,34,3,0
13774.0,82,1,1
13777.0,1,33,0
13778.0,103,1,1
13780.0,7,2,1
13781.0,251,1,1
13782.0,13,6,0
13784.0,10,11,0
13786.0,367,1,1
13787.0,76,2,1
13790.0,4,1,1
13791.0,128,2,1
13792.0,66,2,1
13798.0,1,57,0
13799.0,117,2,1
13800.0,310,1,1
13801.0,67,1,1
13802.0,139,3,1
13803.0,255,1,1
13804.0,31,7,0
13805.0,52,2,1
13806.0,64,1,1
13807.0,367,1,1
13808.0,6,5,0
13809.0,305,1,1
13810.0,29,3,0
13811.0,184,3,1
13812.0,42,3,0
13813.0,40,4,0
13814.0,92,2,1
13815.0,22,4,0
13816.0,24,2,1
13817.0,29,2,1
13819.0,302,3,1
13821.0,145,2,1
13822.0,6,2,1
13823.0,19,2,1
13824.0,33,5,0
13826.0,176,1,1
13827.0,58,3,0
13828.0,22,1,1
13831.0,16,6,0
13832.0,19,1,1
13833.0,159,1,1
13835.0,25,4,0
13837.0,212,2,1
13838.0,6,4,0
13841.0,253,1,1
13842.0,59,9,0
13844.0,11,1,1
13845.0,65,1,1
13846.0,25,3,0
13848.0,92,3,1
13849.0,52,2,1
13850.0,129,1,1
13851.0,96,3,1
13853.0,57,1,1
13854.0,9,25,0
13856.0,169,3,1
13858.0,57,1,1
13859.0,326,1,1
13860.0,1,5,0
13862.0,18,8,0
13863.0,248,1,1
13865.0,58,4,0
13866.0,74,1,1
13867.0,31,3,0
13868.0,7,2,1
13869.0,123,4,1
13870.0,2,8,0
13871.0,23,13,0
13873.0,120,3,1
13874.0,358,1,1
13875.0,54,5,0
13876.0,64,1,1
13877.0,86,1,1
13878.0,55,1,1
13880.0,21,13,0
13881.0,4,20,0
13882.0,3,5,0
13883.0,11,5,0
13884.0,7,5,0
13885.0,189,2,1
13886.0,71,1,1
13887.0,204,1,1
13888.0,120,2,1
13889.0,93,1,1
13890.0,1,10,0
13892.0,27,4,0
13893.0,298,1,1
13894.0,24,3,0
13895.0,28,4,0
13897.0,50,1,1
13898.0,326,1,1
13899.0,16,2,1
13900.0,183,3,1
13901.0,72,5,0
13904.0,37,2,1
13908.0,80,4,0
13911.0,57,9,0
13914.0,12,2,1
13917.0,50,2,1
13918.0,50,2,1
13919.0,59,2,1
13922.0,352,1,1
13923.0,54,1,1
13924.0,2,6,0
13925.0,93,4,1
13926.0,23,1,1
13927.0,75,1,1
13928.0,11,4,0
13929.0,169,2,1
13930.0,58,2,1
13931.0,96,2,1
13932.0,295,1,1
13933.0,109,2,1
13934.0,264,1,1
13936.0,180,1,1
13937.0,169,1,1
13938.0,35,1,1
13939.0,23,3,0
13940.0,17,4,0
13941.0,22,5,0
13946.0,79,3,0
13947.0,65,1,1
13948.0,361,1,1
13949.0,3,6,0
13950.0,11,4,0
13951.0,176,3,1
13952.0,218,2,1
13953.0,7,7,0
13954.0,2,2,1
13955.0,154,2,1
13956.0,5,5,0
13959.0,79,3,0
13960.0,21,2,1
13962.0,22,2,1
13963.0,308,4,1
13967.0,146,1,1
13969.0,7,18,0
13971.0,19,8,0
13972.0,71,2,1
13973.0,287,1,1
13974.0,49,1,1
13975.0,31,6,0
13976.0,207,1,1
13978.0,15,2,1
13979.0,73,1,1
13980.0,60,1,1
13982.0,39,4,0
13983.0,30,12,0
13984.0,27,5,0
13985.0,4,15,0
13986.0,17,1,1
13988.0,20,6,0
13989.0,66,2,1
13990.0,213,1,1
13991.0,12,6,0
13992.0,30,1,1
13993.0,43,9,0
13994.0,4,6,0
13995.0,15,5,0
13999.0,10,12,0
14000.0,211,1,1
14001.0,46,3,0
14002.0,134,2,1
14004.0,43,7,0
14005.0,10,5,0
14006.0,116,3,1
14009.0,198,2,1
14012.0,278,1,1
14013.0,110,3,1
14014.0,77,1,1
14015.0,53,1,1
14016.0,162,4,1
14019.0,47,3,0
14020.0,17,2,1
14021.0,155,3,1
14022.0,225,1,1
14023.0,7,2,1
14024.0,122,2,1
14027.0,61,1,1
14029.0,63,2,1
14030.0,18,8,0
14031.0,7,19,0
14032.0,2,11,0
14034.0,22,3,0
14035.0,29,5,0
14036.0,285,1,1
14037.0,176,2,1
14038.0,78,3,0
14039.0,33,1,1
14040.0,41,12,0
14041.0,266,1,1
14044.0,27,4,0
14045.0,109,4,1
14046.0,284,1,1
14047.0,9,5,0
14048.0,305,1,1
14049.0,17,4,0
14050.0,32,2,1
14051.0,1,23,0
14052.0,20,1,1
14053.0,124,2,1
14054.0,65,1,1
14055.0,106,1,1
14056.0,1,23,0
14057.0,24,17,0
14059.0,267,1,1
14060.0,5,19,0
14062.0,10,12,0
14064.0,29,5,0
