CustomerID,Recency,Frequency,Monetary,FutureRevenue
12875.0,180,1,293.76000000000005,49.470000000000006
12876.0,13,1,726.43,1491.59
12877.0,18,7,682.0400000000001,853.73
12878.0,53,2,854.99,0.0
12881.0,93,1,298.0,0.0
12886.0,37,1,775.0,603.4
12888.0,31,2,354.12,0.0
12891.0,3,3,331.0,0.0
12897.0,22,2,216.5,0.0
12901.0,1,12,8061.8,9592.74
12902.0,82,1,138.68,0.0
12908.0,130,1,318.0,432.0
12909.0,19,3,1528.37,650.3
12910.0,15,3,1142.5,1932.54
12913.0,100,3,866.39,1617.24
12915.0,190,1,199.65,164.0
12916.0,19,3,2312.78,693.37
12921.0,2,15,6071.32,10515.77
12924.0,15,3,655.27,278.43
12928.0,59,2,780.04,1282.66
12929.0,129,1,117.85,0.0
12931.0,21,7,3920.7,38135.26
12933.0,101,1,110.75,496.78
12935.0,21,2,866.23,1294.47
12937.0,14,2,428.23,1076.04
12939.0,90,3,7228.32,4353.48
12942.0,15,2,396.52000000000004,287.38
12944.0,172,1,286.95,317.56
12945.0,105,1,462.95,0.0
12947.0,1,4,1338.89,265.1
12948.0,32,3,886.26,1178.69
12949.0,23,3,2250.7,1916.52
12951.0,21,4,624.88,439.19
12955.0,21,3,697.42,4059.74
12956.0,123,1,108.07,0.0
12957.0,3,4,1715.29,2302.25
12963.0,183,1,365.8,1490.83
12967.0,175,2,1660.9,0.0
12970.0,139,2,23.8,428.44
12971.0,7,41,4859.34,6330.57
12974.0,15,1,144.8,0.0
12976.0,29,1,738.6,0.0
12980.0,5,7,5458.9800000000005,1915.92
12982.0,60,1,390.54,0.0
12987.0,15,1,304.3,254.4
12988.0,109,1,535.32,0.0
12989.0,17,7,3327.94,3596.17
12990.0,2,2,263.9,145.6
12993.0,25,2,175.29999999999998,239.46
12994.0,86,1,352.6,621.82
12997.0,53,2,608.47,618.42
12999.0,13,3,455.88,0.0
13000.0,77,2,458.53000000000003,76.32000000000001
13001.0,2,10,7845.35,1973.47
13002.0,135,1,120.94999999999999,0.0
13003.0,32,1,59.050000000000004,90.0
13004.0,1,8,2761.02,2894.89
13005.0,63,1,321.65,192.05
13008.0,140,1,229.46999999999997,0.0
13011.0,189,1,50.550000000000004,0.0
13012.0,30,3,707.39,954.45
13013.0,30,4,2372.29,2438.65
13014.0,37,3,1328.03,2138.25
13015.0,14,4,1763.04,1583.24
13018.0,13,11,3673.96,3603.7400000000002
13021.0,33,3,765.0,1851.38
13026.0,38,2,243.71999999999997,731.64
13027.0,51,3,3840.0,3072.0
13029.0,170,1,382.5,865.0
13030.0,185,1,427.74,371.74
13033.0,174,1,190.55,0.0
13034.0,186,1,165.86,476.90999999999997
13035.0,78,1,333.0,588.88
13037.0,36,2,577.32,303.75
13038.0,1,2,591.76,316.70000000000005
13043.0,90,1,516.42,0.0
13044.0,108,1,560.47,0.0
13046.0,83,1,197.72,431.59
13047.0,36,6,1671.68,1565.8600000000001
13048.0,55,2,939.92,895.99
13049.0,135,1,153.78,502.90000000000003
13050.0,2,10,3459.13,2377.73
13052.0,29,1,348.15000000000003,0.0
13055.0,31,1,344.86,869.55
13059.0,67,1,183.4,0.0
13060.0,71,1,307.53,0.0
13062.0,8,1,346.98,0.0
13064.0,144,1,203.3,916.19
13065.0,190,1,205.86,0.0
13068.0,137,1,165.0,179.0
13069.0,7,15,2683.44,1752.68
13070.0,9,1,228.8,0.0
13072.0,84,1,177.15,0.0
13077.0,107,3,577.44,151.83
13078.0,18,10,4467.16,8160.78
13081.0,35,7,14463.51,13873.87
13082.0,53,5,1960.18,1653.45
13085.0,112,1,278.1,137.98000000000002
13089.0,3,54,29530.920000000002,29294.91
13090.0,56,7,3111.6,5799.22
13092.0,29,4,439.75,38.08
13093.0,93,8,7832.47,0.0
13094.0,9,8,1093.0800000000002,834.2400000000001
13097.0,50,5,3004.26,3006.16
13098.0,3,9,7734.97,21147.47
13101.0,51,1,101.19,0.0
13102.0,16,15,3769.16,2654.93
13104.0,84,2,213.72,884.76
13107.0,151,1,566.84,964.78
13108.0,190,1,350.06,0.0
13110.0,74,3,732.49,756.1800000000001
13113.0,10,16,8856.16,3389.8
13115.0,1,1,878.55,1416.23
13117.0,35,6,751.37,233.54
13118.0,25,3,799.7,398.11
13120.0,56,1,30.599999999999998,0.0
13121.0,86,1,283.73,0.0
13122.0,57,1,903.67,18.72
13124.0,69,2,2574.12,1292.21
13126.0,70,5,1077.42,1022.22
13131.0,5,1,324.9,748.4
13132.0,79,1,77.3,0.0
13133.0,91,2,109.8,0.0
13134.0,1,3,885.74,907.84
13135.0,14,1,3096.0,0.0
13136.0,30,1,574.46,2033.15
13137.0,70,2,863.84,2786.57
13138.0,58,2,386.85,575.54
13139.0,32,2,1170.02,3894.92
13140.0,183,1,159.51,264.21
13141.0,31,4,1401.03,987.72
13144.0,150,1,110.95,0.0
13145.0,189,1,295.0,323.52000000000004
13148.0,50,6,1798.33,1908.79
13149.0,106,1,376.74,1299.32
13151.0,113,1,1257.8700000000001,0.0
13155.0,144,2,569.2,402.56
13157.0,58,2,497.94,1243.28
13158.0,136,1,256.40999999999997,944.65
13161.0,130,1,112.75,0.0
13162.0,1,3,1305.44,382.85
13165.0,168,1,354.64,666.84
13166.0,100,1,417.2,0.0
13168.0,16,3,972.66,346.53000000000003
13169.0,69,1,505.2,207.68
13171.0,116,1,140.35,328.06
13173.0,184,1,165.94,187.71
13174.0,133,2,2108.27,708.76
13178.0,21,5,2719.2,3006.27
13183.0,26,3,1527.0800000000002,2430.7000000000003
13184.0,2,5,919.97,781.32
13185.0,85,1,71.4,0.0
13187.0,154,1,236.02,0.0
13192.0,22,1,464.32,447.62
13196.0,79,1,512.13,1285.65
13198.0,67,3,2087.75,1313.49
13199.0,14,16,3740.16,6076.96
13203.0,59,1,165.71,703.75
13208.0,24,3,700.21,523.69
13209.0,45,3,2362.44,3529.17
13211.0,178,1,110.7,1086.72
13213.0,16,2,415.28000000000003,1105.3
13216.0,85,1,333.74,0.0
13220.0,3,3,726.49,92.8
13221.0,57,2,847.41,0.0
13223.0,17,2,163.20000000000002,0.0
13225.0,14,4,3741.88,2721.96
13226.0,90,1,108.21000000000001,0.0
13227.0,19,1,257.7,0.0
13229.0,43,1,160.95,0.0
13230.0,19,9,1799.48,1007.49
13232.0,13,3,691.9,665.7
13233.0,153,1,304.24,300.88
13235.0,29,1,1031.07,0.0
13238.0,177,1,91.15,609.58
13239.0,79,1,329.56,0.0
13240.0,74,2,442.41,221.24
13242.0,31,2,104.0,166.4
13243.0,20,1,600.07,0.0
13246.0,24,4,1648.52,338.78
13248.0,6,1,387.46999999999997,78.21000000000001
13249.0,78,1,291.84000000000003,419.57000000000005
13253.0,156,1,476.48,553.92
13255.0,191,1,225.7,173.81
13258.0,22,1,224.62,473.96
13261.0,86,2,944.1,0.0
13262.0,80,1,200.29,0.0
13263.0,8,15,3452.62,4001.45
13265.0,1,3,1465.66,642.0
13266.0,2,6,1826.43,2007.83
13267.0,17,11,2210.14,2311.35
13268.0,16,5,1837.78,1376.91
13269.0,35,5,2048.23,3298.0
13270.0,183,1,590.0,0.0
13280.0,133,2,699.36,115.5
13282.0,38,1,344.70000000000005,787.44
13283.0,3,1,25.5,68.16
13284.0,148,1,201.19,0.0
13285.0,43,2,1173.27,1535.85
13292.0,101,1,249.57,329.37
13294.0,7,2,873.74,0.0
13295.0,177,1,201.20000000000002,0.0
13299.0,85,1,142.5,0.0
13301.0,40,2,327.77,290.32
13304.0,168,1,300.42,0.0
13305.0,62,4,640.25,1360.61
13308.0,20,1,814.95,570.5600000000001
13309.0,24,2,546.64,910.15
13310.0,23,2,817.65,314.38
13313.0,32,2,609.74,945.58
13316.0,71,1,1622.48,4355.25
13317.0,16,5,1313.98,959.7
13319.0,4,13,5009.900000000001,5835.650000000001
13320.0,31,2,508.61,1040.09
13324.0,20,7,3798.99,3322.96
13327.0,3,5,1872.3500000000001,1755.42
13328.0,133,1,1308.48,0.0
13329.0,184,1,304.2,484.79999999999995
13330.0,3,2,728.22,412.71
13334.0,8,2,2731.84,804.98
13339.0,18,1,860.12,0.0
13340.0,94,1,3678.03,7058.45
13341.0,78,1,775.85,0.0
13344.0,95,1,1656.15,887.57
13345.0,105,1,389.5,0.0
13357.0,74,1,609.95,0.0
13358.0,86,1,439.03,0.0
13362.0,63,2,1581.53,1509.21
13365.0,35,1,700.6,1524.77
13368.0,74,2,623.4,0.0
13369.0,183,1,308.28000000000003,0.0
13370.0,189,1,754.87,0.0
13373.0,93,1,987.7,2324.55
13376.0,21,2,770.0,249.76
13381.0,24,2,1071.35,2567.96
13382.0,98,1,222.99,0.0
13385.0,147,1,534.57,0.0
13389.0,50,1,257.89,540.07
13391.0,21,1,59.8,0.0
13394.0,32,3,935.33,1584.69
13395.0,2,1,307.72,0.0
13396.0,136,1,387.27000000000004,973.72
13397.0,112,2,601.77,942.36
13398.0,9,1,457.34,0.0
13402.0,189,1,308.28000000000003,312.95
13404.0,30,1,217.81,34.68
13405.0,21,2,557.45,15.001
13408.0,8,26,11504.91,16612.13
13410.0,4,3,545.04,458.02
13414.0,114,1,390.0,1000.5
13417.0,22,1,236.0,404.83
13418.0,21,9,3340.6,2786.83
13421.0,107,1,825.04,1026.04
13425.0,112,1,401.57,1222.64
13426.0,56,4,1285.02,2356.3
13427.0,32,1,214.5,368.1
13435.0,6,1,443.72,3366.17
13437.0,7,1,1440.9,1967.16
13439.0,72,1,283.71,0.0
13448.0,36,4,1423.26,2116.11
13450.0,22,2,678.54,1365.1799999999998
13451.0,28,3,1652.3799999999999,1323.77
13452.0,76,2,590.0,0.0
13453.0,107,1,185.0,171.98
13455.0,183,1,692.94,365.4
13456.0,24,1,207.66,1559.0600000000002
13458.0,7,7,6260.08,3386.4900000000002
13462.0,70,1,151.5,0.0
13466.0,1,1,307.9,0.0
13468.0,18,21,3591.12,2113.85
13473.0,150,1,241.26,181.38
13474.0,53,1,229.59,0.0
13475.0,8,4,1431.78,0.0
13476.0,98,1,727.6,510.87
13477.0,28,2,516.03,938.55
13479.0,18,2,300.95,0.0
13481.0,9,2,978.99,825.57
13482.0,49,1,184.64,0.0
13484.0,58,1,313.8,0.0
13485.0,50,1,454.24,0.0
13487.0,30,2,408.8,166.6
13488.0,14,6,5530.43,3437.88
13489.0,106,2,235.68,213.84
13491.0,64,8,1031.63,184.19
13492.0,32,1,315.3,954.54
13493.0,92,2,618.63,0.0
13494.0,129,1,316.26000000000005,0.0
13495.0,49,3,1072.43,972.44
13496.0,177,1,501.01,152.32
13497.0,100,2,348.05,0.0
13499.0,42,2,463.79,695.3199999999999
13501.0,105,1,1340.32,0.0
13502.0,92,2,189.16,102.84
13505.0,9,2,1916.09,2477.54
13506.0,133,2,458.52,0.0
13508.0,61,1,110.97,0.0
13509.0,71,3,650.02,329.7
13510.0,1,1,585.3199999999999,1206.24
13512.0,78,1,251.21,0.0
13515.0,65,1,203.4,687.72
13516.0,56,1,146.0,1243.41
13520.0,2,4,2091.98,1532.37
13523.0,17,3,2369.24,1595.64
13524.0,37,1,159.20000000000002,520.98
13525.0,65,1,282.88,345.9
13527.0,19,2,585.64,1701.8700000000001
13529.0,22,1,181.1,126.66000000000001
13531.0,22,2,483.8,0.0
13533.0,84,2,146.64,124.14999999999999
13534.0,4,17,2953.08,2917.0
13538.0,92,2,504.3,776.55
13539.0,57,2,315.65,315.69
13544.0,58,1,122.91,168.5
13546.0,18,1,188.16,438.83
13548.0,61,1,281.01,401.4
13549.0,10,3,512.55,405.65
13551.0,136,1,91.80000000000001,0.0
13552.0,22,5,1861.29,1878.78
13555.0,19,2,1590.05,2559.23
13557.0,98,1,240.68,343.38
13561.0,33,1,141.85999999999999,0.0
13562.0,63,1,603.27,1196.06
13564.0,171,2,1198.38,550.64
13565.0,151,1,110.17999999999999,130.04
13569.0,185,1,118.32,255.43
13570.0,60,1,239.49,0.0
13571.0,2,4,507.31,1585.01
13572.0,23,1,1384.25,0.0
13573.0,70,1,31.770000000000003,262.63
13576.0,5,8,3136.01,3581.33
13577.0,59,1,356.75,1330.85
13579.0,186,1,164.70000000000002,302.34
13581.0,126,1,118.0,0.0
13584.0,124,1,142.4,0.0
13588.0,72,1,113.30000000000001,2365.65
13590.0,17,3,912.03,1069.89
13591.0,21,2,776.23,340.9
13592.0,23,3,205.51,42.45
13593.0,81,3,1022.95,1014.13
13599.0,15,7,2005.66,3148.01
13600.0,129,1,219.52,0.0
13601.0,28,1,373.2,320.12
13606.0,60,2,250.42,30.119999999999997
13610.0,4,3,474.37,657.51
13611.0,177,1,303.15000000000003,868.65
13614.0,148,1,205.75,1404.71
13615.0,136,1,417.69,0.0
13623.0,27,4,551.92,195.86
13626.0,70,1,257.23,0.0
13627.0,22,2,605.92,1032.55
13629.0,28,4,2888.0,4904.36
13630.0,1,3,1051.84,979.9399999999999
13631.0,19,4,1330.0,1740.42
13632.0,51,2,613.03,1508.24
13634.0,59,2,625.41,949.75
13636.0,70,3,541.45,407.66999999999996
13637.0,4,2,684.85,125.65
13642.0,33,1,354.8,0.0
13643.0,3,1,87.9,431.54
13647.0,52,1,424.64,1253.48
13649.0,74,2,346.6,0.0
13650.0,24,2,745.52,1090.82
13652.0,74,2,638.24,456.84000000000003
13654.0,19,3,1172.84,1534.49
13655.0,59,1,383.65,549.32
13656.0,154,1,162.70000000000002,216.95
13657.0,19,1,152.34,229.8
13658.0,21,1,933.3,1705.87
13659.0,23,2,1573.2,0.0
13662.0,29,2,532.94,364.82
13666.0,104,2,64.05,20.6
13668.0,5,12,4060.88,2302.71
13672.0,118,2,186.39000000000001,0.0
13675.0,102,1,308.44,178.38000000000002
13680.0,155,2,2391.59,1330.83
13682.0,4,1,59.5,0.0
13684.0,103,1,67.23,0.0
13692.0,31,2,871.58,616.74
13694.0,10,26,28199.35,36840.27
13695.0,6,5,625.92,1878.21
13700.0,57,5,943.66,1321.46
13703.0,135,1,99.5,0.0
13705.0,191,1,318.14,393.72
13706.0,120,1,330.79,0.0
13707.0,84,2,806.41,0.0
13708.0,88,1,296.88,0.0
13709.0,132,1,474.7,5853.35
13711.0,36,2,252.06,0.0
13712.0,64,1,228.84,0.0
13715.0,98,5,1079.34,0.0
13716.0,86,1,138.28,0.0
13717.0,58,2,570.59,874.42
13718.0,63,2,306.55,0.0
13719.0,22,2,338.74,702.94
13720.0,55,2,432.1,367.8
13722.0,100,1,1463.47,911.94
13723.0,34,1,199.85000000000002,0.0
13725.0,42,6,1751.6,228.96
13728.0,16,3,493.93,522.21
13731.0,36,2,610.59,0.0
13735.0,51,1,935.15,1950.09
13736.0,77,1,357.53,374.37
13737.0,17,1,339.59999999999997,0.0
13740.0,58,1,350.75,0.0
13741.0,1,2,363.13,305.3
13742.0,1,8,2156.02,975.0
13743.0,34,2,353.15999999999997,988.4399999999999
13744.0,109,1,893.16,263.2
13747.0,191,1,79.6,0.0
13748.0,49,3,580.85,367.4
13750.0,114,2,688.8000000000001,958.46
13751.0,105,1,296.25,0.0
13752.0,2,4,891.53,294.75
13753.0,105,1,741.26,0.0
13754.0,134,1,156.0,126.6
13756.0,1,5,1711.8100000000002,3477.71
13758.0,18,5,2351.52,839.03
13760.0,73,1,135.09,151.70000000000002
13762.0,36,1,306.72,0.0
13764.0,154,1,499.89,1021.87
13767.0,20,22,7241.29,9979.07
13769.0,25,5,1448.01,1348.5
13771.0,16,2,1464.8500000000001,1169.6
13772.0,57,1,228.42,903.71
13777.0,1,21,11356.32,14620.84
13781.0,68,1,127.84,0.0
13782.0,51,2,361.3,550.7
13784.0,3,6,1028.43,1434.36
13786.0,184,1,230.39999999999998,0.0
13787.0,181,1,106.4,202.64000000000001
13792.0,104,1,74.60000000000001,120.95
13798.0,4,33,22801.72,14352.130000000001
13799.0,111,1,341.7,347.15999999999997
13800.0,127,1,558.32,0.0
13802.0,72,2,3131.06,1468.3600000000001
13803.0,72,1,277.07,0.0
13804.0,107,1,723.63,1912.16
13807.0,184,1,112.6,0.0
13809.0,122,1,155.05,0.0
13811.0,1,3,814.5,0.0
13815.0,136,1,1012.01,3015.35
13817.0,169,1,128.7,254.28
13819.0,119,3,1140.35,0.0
13821.0,79,1,270.15,115.49
13824.0,20,3,1232.98,465.96
13831.0,17,3,1097.99,1105.0
13835.0,32,1,328.45,506.12
13837.0,29,2,271.24,0.0
13838.0,187,1,238.11,453.62
13841.0,70,1,85.0,0.0
13842.0,17,6,1828.47,1557.15
13846.0,59,2,663.9300000000001,201.13
13848.0,115,2,935.0,320.0
13851.0,105,1,246.32,2405.14
13854.0,14,16,5159.54,2949.98
13856.0,1,2,219.0,169.5
13859.0,143,1,201.16,0.0
13862.0,4,4,1152.51,1056.85
13863.0,65,1,305.78,0.0
13865.0,4,2,282.52,219.04
13867.0,35,1,138.85,876.44
13869.0,80,3,1584.96,1519.99
13870.0,105,1,544.03,2226.91
13871.0,24,5,2395.73,4007.52
13873.0,36,2,230.4,159.20000000000002
13874.0,175,1,540.45,0.0
13875.0,1,3,1067.88,718.91
13880.0,4,6,1339.57,1880.2
13881.0,31,4,3569.46,13590.06
13883.0,36,4,1742.78,931.7
13884.0,94,3,196.25,591.35
13885.0,6,2,506.8,0.0
13887.0,21,1,349.55,0.0
13888.0,35,1,239.52,366.11
13890.0,176,1,190.35,1693.46
13892.0,64,1,54.519999999999996,578.4499999999999
13893.0,115,1,821.1,0.0
13894.0,127,1,160.85,403.77000000000004
13898.0,143,1,155.93,0.0
13899.0,92,1,298.5,90.02
13900.0,10,2,732.45,8.5
13901.0,73,2,648.3,2218.9
13904.0,112,1,201.12,131.52
13908.0,32,2,831.11,1538.44
13911.0,14,6,1703.91,877.0
13917.0,9,1,65.38,206.66
13918.0,70,1,198.2,1014.64
13922.0,169,1,172.25,0.0
13929.0,143,1,412.85,429.79999999999995
13931.0,98,1,378.21000000000004,859.32
13932.0,112,1,307.4,0.0
13934.0,81,1,922.1,0.0
13939.0,129,1,184.5,384.05
13941.0,115,2,2118.96,2994.0
13946.0,19,2,485.96999999999997,75.6
13948.0,178,1,102.0,0.0
13950.0,64,1,179.30999999999997,565.75
13951.0,53,2,516.05,158.4
13952.0,35,2,3251.071,0.0
13953.0,28,3,1750.0,1765.68
13955.0,123,1,205.1,117.86
13956.0,60,2,293.67,732.75
13959.0,98,2,337.44,260.76
